"동별","산업대분류별","구분별","항목","단위","2023 년",
"후암동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"후암동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","63",
"후암동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"후암동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"후암동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","50",
"후암동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","383",
"후암동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","115",
"후암동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","212",
"후암동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","60",
"후암동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","13",
"후암동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","88",
"후암동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","91",
"후암동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","30",
"후암동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"후암동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","65",
"후암동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","41",
"후암동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","29",
"후암동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","125",
"용산2가동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","799",
"용산2가동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","290",
"용산2가동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1083",
"용산2가동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","1050",
"용산2가동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용산2가동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용산2가동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","30",
"용산2가동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용산2가동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"용산2가동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","20",
"용산2가동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","200",
"용산2가동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","75",
"용산2가동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","226",
"용산2가동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","26",
"용산2가동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"용산2가동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"용산2가동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","49",
"용산2가동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","12",
"용산2가동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"용산2가동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"용산2가동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","17",
"용산2가동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","16",
"용산2가동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","64",
"남영동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2057",
"남영동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","679",
"남영동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","10406",
"남영동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","8646",
"남영동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"남영동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"남영동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","87",
"남영동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"남영동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"남영동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"남영동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","358",
"남영동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","193",
"남영동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","500",
"남영동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","100",
"남영동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","71",
"남영동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","116",
"남영동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","156",
"남영동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","82",
"남영동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"남영동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","51",
"남영동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","80",
"남영동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","60",
"남영동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","151",
"원효로2동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1522",
"원효로2동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","441",
"원효로2동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","3306",
"원효로2동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","2241",
"원효로2동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"원효로2동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"원효로2동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","44",
"원효로2동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"원효로2동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"원효로2동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","45",
"원효로2동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","602",
"원효로2동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","284",
"원효로2동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","91",
"원효로2동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","61",
"원효로2동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","8",
"원효로2동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","90",
"원효로2동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","62",
"원효로2동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","34",
"원효로2동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"원효로2동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","56",
"원효로2동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","23",
"원효로2동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","24",
"원효로2동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","92",
"효창동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","756",
"효창동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","288",
"효창동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1150",
"효창동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","1061",
"효창동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"효창동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"효창동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","30",
"효창동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"효창동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"효창동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","32",
"효창동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","242",
"효창동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","68",
"효창동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","53",
"효창동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"효창동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"효창동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","55",
"효창동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","60",
"효창동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","19",
"효창동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"효창동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","53",
"효창동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","33",
"효창동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","19",
"효창동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"용문동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","908",
"용문동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","355",
"용문동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1101",
"용문동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","1053",
"용문동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용문동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용문동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","39",
"용문동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"용문동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"용문동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"용문동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","314",
"용문동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","75",
"용문동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","127",
"용문동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","18",
"용문동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","6",
"용문동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","59",
"용문동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"용문동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","13",
"용문동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"용문동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","45",
"용문동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","27",
"용문동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","16",
"용문동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","81",
"이촌1동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1489",
"이촌1동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","681",
"이촌1동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1844",
"이촌1동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","2251",
"이촌1동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌1동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌1동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","14",
"이촌1동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"이촌1동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌1동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","27",
"이촌1동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","422",
"이촌1동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","26",
"이촌1동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","147",
"이촌1동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","65",
"이촌1동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","192",
"이촌1동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","130",
"이촌1동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","91",
"이촌1동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","26",
"이촌1동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"이촌1동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","116",
"이촌1동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","58",
"이촌1동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","53",
"이촌1동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","118",
"이촌2동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","549",
"이촌2동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","200",
"이촌2동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","672",
"이촌2동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","489",
"이촌2동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌2동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌2동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","11",
"이촌2동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이촌2동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"이촌2동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"이촌2동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","203",
"이촌2동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","80",
"이촌2동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","35",
"이촌2동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","29",
"이촌2동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"이촌2동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"이촌2동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","23",
"이촌2동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","12",
"이촌2동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"이촌2동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","26",
"이촌2동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","11",
"이촌2동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","6",
"이촌2동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","42",
"이태원1동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1851",
"이태원1동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","766",
"이태원1동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","3917",
"이태원1동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","3845",
"이태원1동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원1동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원1동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"이태원1동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원1동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원1동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","19",
"이태원1동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","628",
"이태원1동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","27",
"이태원1동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","593",
"이태원1동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","62",
"이태원1동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
"이태원1동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","118",
"이태원1동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","103",
"이태원1동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","28",
"이태원1동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","5",
"이태원1동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","27",
"이태원1동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","19",
"이태원1동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","32",
"이태원1동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","125",
"이태원2동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1109",
"이태원2동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","474",
"이태원2동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1584",
"이태원2동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","1493",
"이태원2동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원2동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원2동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","44",
"이태원2동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원2동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"이태원2동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","40",
"이태원2동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","311",
"이태원2동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","55",
"이태원2동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","223",
"이태원2동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"이태원2동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","15",
"이태원2동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","87",
"이태원2동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","117",
"이태원2동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"이태원2동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"이태원2동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
"이태원2동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"이태원2동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
"이태원2동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","78",
"서빙고동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","774",
"서빙고동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","269",
"서빙고동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","2759",
"서빙고동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","1929",
"서빙고동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"서빙고동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"서빙고동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","22",
"서빙고동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"서빙고동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"서빙고동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","35",
"서빙고동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","234",
"서빙고동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","77",
"서빙고동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","44",
"서빙고동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","52",
"서빙고동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","10",
"서빙고동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","56",
"서빙고동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","76",
"서빙고동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","32",
"서빙고동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"서빙고동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","42",
"서빙고동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","16",
"서빙고동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","17",
"서빙고동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","54",
"보광동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","958",
"보광동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","379",
"보광동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1029",
"보광동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","868",
"보광동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"보광동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"보광동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","30",
"보광동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"보광동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"보광동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","43",
"보광동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","249",
"보광동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","91",
"보광동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","183",
"보광동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","23",
"보광동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"보광동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","90",
"보광동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","41",
"보광동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","16",
"보광동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"보광동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
